StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,CodingScore,CommunicationScore
7703,8.5,2,3,2,90,4.8,Yes,Yes,85,88,Placed,55,62
7704,6.8,1,1,0,74,4.0,Yes,No,62,83,NotPlaced,79,81
7705,6.5,1,3,1,76,4.6,Yes,Yes,74,76,Placed,53,60
7706,8.0,1,2,0,78,4.8,No,Yes,79,70,NotPlaced,60,66
7707,8.4,1,1,2,85,4.8,Yes,Yes,75,84,Placed,88,88
7708,6.6,1,1,1,85,4.1,Yes,Yes,80,85,NotPlaced,64,69
7709,8.2,2,3,0,65,4.3,Yes,Yes,78,83,Placed,54,61
7710,7.7,1,1,2,83,4.5,Yes,Yes,71,82,Placed,51,59
7711,8.3,2,3,1,85,4.8,Yes,Yes,79,86,Placed,69,73
7712,6.5,1,1,0,67,4.0,No,No,60,67,NotPlaced,45,54
7713,8.4,1,3,2,77,4.5,Yes,Yes,75,72,NotPlaced,61,67
7714,8.3,1,3,0,84,4.6,Yes,Yes,71,80,Placed,69,73
7715,6.5,1,2,1,84,4.7,Yes,Yes,77,72,NotPlaced,84,85
7716,7.6,0,2,0,84,4.4,No,Yes,55,69,NotPlaced,75,78
7717,7.4,0,2,1,66,3.7,No,No,73,68,NotPlaced,54,61
7718,8.2,1,2,2,69,4.0,Yes,No,58,63,NotPlaced,82,84
7719,6.5,1,2,0,81,3.5,No,Yes,62,63,Placed,60,66
7720,8.8,1,2,0,76,4.2,Yes,No,61,67,NotPlaced,46,55
7721,8.5,1,0,2,77,4.6,Yes,Yes,73,83,Placed,62,67
7722,8.3,1,2,0,78,4.6,Yes,Yes,74,60,NotPlaced,86,87
7723,8.0,0,3,2,90,4.8,Yes,Yes,80,85,Placed,67,71
7724,8.5,2,3,0,86,4.6,Yes,Yes,69,85,Placed,65,70
7725,8.5,1,3,2,90,4.8,Yes,Yes,84,81,Placed,89,89
7726,8.1,1,3,2,81,4.5,No,Yes,70,85,NotPlaced,43,52
7727,8.6,1,3,2,90,4.6,Yes,Yes,88,85,Placed,45,54
7728,8.2,2,3,2,90,4.7,Yes,No,81,87,Placed,40,50
7729,7.5,0,1,0,82,4.1,Yes,Yes,58,69,NotPlaced,70,74
7730,8.3,2,3,0,90,4.8,Yes,Yes,75,86,Placed,67,71
7731,7.7,1,1,2,79,3.9,No,Yes,56,66,NotPlaced,88,88
7732,7.4,1,1,1,73,4.8,Yes,Yes,61,69,NotPlaced,68,72
7733,8.3,2,3,2,90,4.8,Yes,Yes,79,88,Placed,58,65
7734,7.4,1,1,0,75,4.5,No,Yes,57,66,Placed,65,70
7735,8.3,1,2,1,70,4.8,Yes,Yes,87,85,Placed,66,71
7736,6.6,0,1,1,64,4.6,Yes,Yes,64,71,NotPlaced,39,49
7737,7.8,1,2,1,66,3.7,Yes,Yes,64,67,NotPlaced,100,100
7738,6.6,0,3,1,90,4.4,No,Yes,55,71,NotPlaced,72,76
7739,7.7,0,3,1,74,4.3,Yes,Yes,78,65,NotPlaced,68,72
7740,7.4,1,1,0,80,3.4,No,No,55,63,NotPlaced,74,77
7741,7.5,2,3,1,79,4.4,Yes,Yes,68,71,Placed,75,78
7742,8.4,1,3,3,90,4.8,Yes,Yes,76,86,Placed,62,68
7743,8.7,1,1,0,85,3.8,Yes,Yes,71,69,NotPlaced,55,62
7744,8.4,1,2,0,82,4.5,Yes,Yes,76,85,NotPlaced,73,77
7745,8.0,1,2,1,80,4.7,Yes,Yes,70,81,NotPlaced,70,74
7746,7.5,0,1,1,70,3.9,No,Yes,55,69,NotPlaced,52,60
7747,6.5,0,2,0,74,4.5,No,No,62,68,NotPlaced,86,87
7748,6.7,0,1,1,76,3.9,No,Yes,55,65,NotPlaced,69,73
7749,7.4,0,1,0,73,4.4,No,No,55,72,NotPlaced,75,78
7750,8.4,2,3,1,83,4.4,Yes,Yes,77,79,NotPlaced,85,86
7751,8.0,1,3,0,79,4.3,Yes,Yes,79,78,NotPlaced,65,70
7752,8.7,2,3,0,82,4.1,Yes,Yes,72,79,Placed,69,73
7753,7.5,1,2,0,79,4.4,Yes,No,62,69,NotPlaced,77,79
7754,7.4,1,2,1,82,3.9,No,Yes,55,70,NotPlaced,54,61
7755,7.7,0,2,0,77,4.1,No,No,65,69,NotPlaced,65,70
7756,7.6,0,3,0,85,4.7,Yes,Yes,70,75,Placed,66,71
7757,7.5,0,3,1,74,4.8,Yes,Yes,76,71,NotPlaced,50,58
7758,8.1,1,3,0,76,4.0,Yes,Yes,75,73,Placed,99,97
7759,8.4,0,3,0,90,4.8,Yes,Yes,78,66,Placed,43,53
7760,7.5,1,1,1,60,4.8,Yes,Yes,75,70,NotPlaced,45,54
7761,8.0,1,3,0,86,4.2,Yes,Yes,73,88,Placed,84,85
7762,7.5,1,1,0,67,4.1,No,No,57,67,NotPlaced,75,78
7763,6.5,1,2,1,69,4.3,No,No,55,61,NotPlaced,49,57
7764,8.4,0,1,2,80,4.0,Yes,Yes,62,85,Placed,74,77
7765,7.7,2,3,3,84,4.2,Yes,Yes,72,79,NotPlaced,87,87
7766,8.0,1,3,0,90,4.8,Yes,Yes,72,88,Placed,64,69
7767,6.5,1,3,2,85,4.8,Yes,Yes,55,70,NotPlaced,100,100
7768,6.8,0,1,0,60,3.9,No,No,67,61,NotPlaced,39,49
7769,7.4,1,3,0,75,4.6,No,No,78,86,NotPlaced,75,78
7770,7.7,1,1,1,73,4.0,No,Yes,58,67,NotPlaced,82,83
7771,8.1,1,1,0,84,3.7,Yes,No,64,64,NotPlaced,78,80
7772,7.9,2,1,0,75,3.4,Yes,Yes,55,63,NotPlaced,61,67
7773,8.5,1,2,3,77,4.8,Yes,Yes,66,85,NotPlaced,60,66
7774,8.3,1,2,0,75,3.8,No,Yes,55,67,NotPlaced,71,75
7775,6.6,1,3,1,79,3.2,No,Yes,62,69,NotPlaced,77,79
7776,8.6,2,3,2,90,4.8,Yes,Yes,85,81,Placed,74,77
7777,8.1,1,3,2,87,4.5,Yes,Yes,81,88,Placed,80,82
7778,6.5,1,2,0,76,3.8,No,Yes,62,68,NotPlaced,49,57
7779,8.4,1,1,1,74,3.8,Yes,No,69,76,NotPlaced,61,67
7780,8.1,1,3,2,78,3.7,Yes,Yes,73,83,Placed,50,58
7781,8.1,1,3,0,87,4.1,No,Yes,78,85,Placed,59,65
7782,8.0,1,3,2,90,4.8,Yes,Yes,77,88,Placed,80,82
7783,7.4,0,1,1,80,4.2,No,No,55,69,NotPlaced,66,71
7784,8.2,1,3,2,90,4.4,Yes,Yes,71,81,Placed,100,100
7785,8.4,0,3,1,86,4.0,Yes,Yes,85,67,NotPlaced,67,72
7786,7.3,0,1,2,74,4.0,No,No,69,73,NotPlaced,65,70
7787,6.7,1,1,1,81,4.1,No,No,64,72,NotPlaced,66,71
7788,6.5,0,2,1,72,3.0,No,Yes,59,76,NotPlaced,55,62
7789,6.5,0,1,3,76,4.4,Yes,No,64,70,NotPlaced,64,69
7790,7.9,2,1,1,70,4.7,No,No,61,63,NotPlaced,81,83
7791,7.4,1,1,0,60,4.2,No,Yes,55,65,NotPlaced,66,71
7792,7.3,1,1,1,71,4.4,No,Yes,69,72,NotPlaced,53,60
7793,6.5,1,3,0,74,4.0,No,Yes,69,68,Placed,51,58
7794,6.5,1,1,0,66,4.2,No,No,78,62,NotPlaced,58,64
7795,8.2,2,3,2,90,4.8,Yes,Yes,83,82,Placed,66,70
7796,8.5,2,3,2,90,4.8,Yes,Yes,83,85,Placed,82,84
7797,7.8,2,3,2,90,4.8,Yes,No,81,87,NotPlaced,44,53
7798,7.5,1,1,0,76,4.7,No,No,55,64,NotPlaced,60,66
7799,7.5,1,1,0,82,4.1,No,No,76,70,NotPlaced,67,71
7800,6.9,1,3,0,81,4.6,Yes,Yes,62,76,Placed,37,47
7801,8.6,2,3,2,90,4.8,Yes,Yes,72,86,Placed,52,59
7802,8.5,2,3,1,84,4.4,Yes,Yes,87,84,Placed,54,61
7803,8.5,2,3,2,85,4.7,Yes,Yes,78,68,Placed,53,60
7804,8.1,1,2,1,86,4.8,Yes,Yes,69,85,Placed,67,72
7805,6.6,2,3,1,85,4.1,No,No,74,69,NotPlaced,62,68
7806,8.2,1,1,2,79,4.7,Yes,Yes,67,86,Placed,56,63
7807,6.5,1,1,1,65,3.0,No,No,61,79,NotPlaced,71,75
7808,7.5,1,2,3,73,3.5,No,Yes,55,66,NotPlaced,90,90
7809,7.4,1,1,1,79,4.4,Yes,Yes,66,65,NotPlaced,89,89
7810,7.2,1,1,0,61,4.4,No,Yes,57,77,NotPlaced,36,46
7811,7.6,1,1,0,71,4.1,No,Yes,58,59,NotPlaced,73,76
7812,8.4,1,1,1,79,4.1,No,No,59,66,NotPlaced,62,67
7813,7.7,2,3,0,79,3.9,Yes,Yes,82,86,Placed,67,71
7814,7.7,2,3,0,90,4.6,Yes,No,55,80,NotPlaced,59,65
7815,8.1,2,2,1,76,4.8,Yes,Yes,71,81,NotPlaced,66,71
7816,8.5,1,3,2,90,4.7,Yes,Yes,75,81,Placed,67,71
7817,7.6,1,3,2,90,4.5,Yes,No,87,71,Placed,56,63
7818,7.4,1,3,1,87,4.6,No,No,69,83,NotPlaced,51,59
7819,6.6,1,1,0,74,4.7,Yes,No,68,64,NotPlaced,58,64
7820,8.3,2,3,2,90,4.8,Yes,Yes,87,81,NotPlaced,68,72
7821,8.3,2,3,0,85,4.8,Yes,Yes,75,83,Placed,73,77
7822,8.0,2,3,2,90,4.8,Yes,Yes,80,87,Placed,77,80
7823,8.3,1,3,1,81,4.8,Yes,Yes,65,83,NotPlaced,57,64
7824,7.8,1,2,0,79,4.4,Yes,Yes,71,81,NotPlaced,69,73
7825,6.9,0,1,2,72,4.8,Yes,Yes,58,85,Placed,79,81
7826,7.8,1,1,1,67,3.5,No,No,60,70,NotPlaced,82,83
7827,8.8,2,3,2,90,4.7,Yes,Yes,81,79,Placed,64,69
7828,7.5,0,2,0,67,3.1,No,No,55,70,NotPlaced,61,67
7829,7.0,0,1,3,86,4.2,No,Yes,62,81,NotPlaced,67,72
7830,8.4,1,1,0,75,3.7,Yes,No,59,65,NotPlaced,47,56
7831,6.5,1,1,1,78,4.3,No,Yes,77,69,NotPlaced,62,67
7832,7.4,1,2,2,80,3.9,No,Yes,77,88,Placed,76,78
7833,7.6,1,1,2,81,3.9,No,Yes,62,78,NotPlaced,74,77
7834,6.5,1,2,0,78,4.7,No,Yes,76,72,NotPlaced,60,66
7835,6.5,1,3,1,76,4.1,Yes,Yes,55,74,NotPlaced,68,72
7836,6.5,1,1,0,78,4.4,No,Yes,66,74,NotPlaced,52,60
7837,8.5,1,2,2,81,3.8,Yes,Yes,78,85,NotPlaced,75,78
7838,6.5,1,1,0,78,4.4,No,No,64,68,NotPlaced,63,69
7839,7.4,1,3,2,90,4.0,Yes,Yes,71,83,Placed,60,66
7840,7.7,1,1,1,71,4.2,No,No,71,59,NotPlaced,59,65
7841,7.7,1,1,1,78,4.8,No,No,65,72,NotPlaced,64,69
7842,6.5,1,3,1,70,4.2,Yes,Yes,69,71,NotPlaced,58,64
7843,7.9,2,3,2,76,4.5,Yes,No,87,82,Placed,74,77
7844,8.0,2,3,2,79,4.8,Yes,Yes,85,85,Placed,59,65
7845,8.6,2,2,1,77,4.5,Yes,Yes,87,82,NotPlaced,88,89
7846,7.5,0,1,1,83,4.4,No,Yes,59,66,NotPlaced,86,87
7847,8.4,0,1,0,84,4.8,No,Yes,78,81,Placed,51,59
7848,7.2,2,3,0,86,4.8,Yes,Yes,81,82,Placed,66,70
7849,6.9,0,1,0,78,4.5,No,Yes,55,63,NotPlaced,55,62
7850,8.0,1,3,0,82,3.8,No,No,55,66,NotPlaced,60,66
7851,6.9,0,1,0,71,3.6,No,No,55,70,NotPlaced,95,94
7852,7.9,0,2,1,72,4.3,Yes,Yes,60,72,NotPlaced,60,66
7853,8.4,1,1,2,90,4.8,Yes,Yes,83,86,Placed,70,74
7854,8.4,1,3,2,90,4.8,Yes,Yes,75,87,Placed,73,76
7855,6.7,1,2,1,85,4.8,Yes,Yes,75,83,Placed,49,57
7856,8.0,0,3,2,86,4.3,Yes,Yes,81,88,Placed,52,59
7857,8.3,1,3,0,84,4.4,Yes,Yes,73,84,NotPlaced,46,55
7858,8.1,1,3,1,78,4.1,Yes,Yes,66,73,NotPlaced,51,59
7859,6.8,1,2,0,79,4.0,No,Yes,69,68,NotPlaced,22,35
7860,7.5,1,3,0,78,4.5,Yes,Yes,75,82,NotPlaced,73,76
7861,7.7,1,1,0,74,4.2,Yes,Yes,86,64,NotPlaced,95,94
7862,8.0,2,3,2,86,4.8,Yes,Yes,78,85,Placed,67,71
7863,7.5,1,2,1,82,4.0,No,No,63,63,NotPlaced,43,53
7864,6.6,1,3,1,82,4.6,No,Yes,59,87,NotPlaced,55,62
7865,6.5,1,1,1,69,4.3,No,No,55,69,NotPlaced,58,64
7866,8.3,1,2,2,89,4.8,Yes,Yes,75,83,Placed,49,57
7867,6.8,1,1,0,71,4.4,No,No,60,68,NotPlaced,77,80
7868,8.1,1,1,1,79,4.5,No,No,62,67,NotPlaced,77,79
7869,8.9,1,3,0,85,4.8,Yes,Yes,73,81,Placed,47,56
7870,8.3,2,3,2,90,4.7,Yes,Yes,77,81,Placed,75,78
7871,8.5,2,3,2,86,4.7,Yes,Yes,71,79,Placed,87,88
7872,7.8,1,1,0,83,3.8,No,Yes,69,66,NotPlaced,93,92
7873,8.2,1,1,0,80,3.9,Yes,Yes,61,84,NotPlaced,100,100
7874,7.9,1,2,2,87,3.6,Yes,No,80,88,Placed,51,59
7875,7.6,0,1,0,83,4.0,No,Yes,79,86,NotPlaced,100,100
7876,7.3,0,1,0,75,3.4,No,No,55,70,NotPlaced,59,65
7877,6.6,0,2,0,68,3.8,No,No,66,70,NotPlaced,56,62
7878,8.5,1,2,0,87,4.0,Yes,Yes,78,70,Placed,69,73
7879,8.3,1,1,0,73,3.6,No,Yes,74,68,NotPlaced,56,63
7880,7.4,1,2,1,73,4.0,No,Yes,60,67,NotPlaced,70,74
7881,8.4,0,1,0,80,4.5,Yes,Yes,87,78,NotPlaced,45,54
7882,8.5,2,1,0,83,4.7,No,Yes,70,71,NotPlaced,61,67
7883,6.5,1,1,0,66,4.1,No,No,55,62,NotPlaced,84,85
7884,7.5,1,3,1,87,4.6,Yes,Yes,81,86,Placed,64,69
7885,8.4,2,3,2,90,4.8,Yes,Yes,67,82,Placed,67,71
7886,7.6,1,3,2,72,4.8,Yes,Yes,75,70,NotPlaced,72,75
7887,8.2,2,3,2,90,4.8,Yes,Yes,73,88,Placed,82,84
7888,6.5,1,3,2,84,4.5,No,Yes,70,75,Placed,40,50
7889,8.5,2,3,2,90,4.8,Yes,Yes,83,86,Placed,73,77
7890,7.6,1,1,1,73,3.7,No,No,55,72,NotPlaced,60,66
7891,7.6,1,1,1,66,3.8,No,No,56,67,NotPlaced,67,71
7892,8.1,2,3,2,90,4.8,Yes,Yes,85,88,Placed,80,82
7893,7.3,1,3,2,90,4.5,Yes,Yes,77,85,Placed,47,55
7894,6.6,2,3,0,77,4.4,Yes,Yes,78,76,Placed,49,57
7895,8.9,2,3,2,88,4.8,Yes,Yes,73,83,NotPlaced,35,46
7896,7.9,2,2,1,90,4.8,Yes,Yes,82,87,Placed,56,63
7897,7.7,1,2,0,87,4.0,Yes,Yes,73,84,Placed,84,85
7898,7.1,1,1,1,64,4.5,No,No,66,64,NotPlaced,63,68
7899,7.6,1,2,0,80,4.6,No,Yes,69,69,NotPlaced,44,53
7900,7.9,1,3,0,71,3.9,Yes,Yes,55,72,NotPlaced,57,64
7901,7.6,1,2,1,67,3.9,No,No,55,65,NotPlaced,42,52
7902,8.0,1,2,0,90,4.5,Yes,Yes,75,83,NotPlaced,48,56
7903,7.4,2,1,0,73,4.1,Yes,Yes,78,79,NotPlaced,70,74
7904,6.5,0,1,1,68,3.5,No,Yes,62,69,NotPlaced,47,55
7905,8.1,2,3,2,83,4.3,Yes,Yes,83,79,Placed,81,83
7906,8.2,1,3,2,83,4.4,Yes,Yes,77,85,Placed,63,69
7907,7.9,1,2,1,80,4.3,No,No,58,70,NotPlaced,66,71
7908,7.8,2,3,2,90,4.7,Yes,Yes,85,82,Placed,60,66
7909,7.3,0,1,0,78,3.7,No,Yes,79,86,NotPlaced,76,79
7910,8.1,1,2,2,86,4.8,Yes,Yes,76,85,Placed,76,79
7911,7.6,1,2,0,79,4.1,No,Yes,69,65,Placed,70,74
7912,7.6,1,2,1,68,4.0,Yes,Yes,70,65,NotPlaced,73,76
7913,7.8,2,2,2,81,4.5,Yes,Yes,85,57,Placed,61,67
7914,7.6,0,2,0,69,4.2,No,No,55,63,NotPlaced,73,76
7915,7.5,1,3,2,80,4.6,No,No,73,80,Placed,59,65
7916,8.0,1,3,3,85,4.7,Yes,Yes,79,84,NotPlaced,65,70
7917,8.0,2,3,2,85,4.8,Yes,Yes,74,87,Placed,60,66
7918,8.3,0,3,1,73,4.4,Yes,Yes,76,75,NotPlaced,58,64
7919,6.8,1,1,0,79,4.3,No,Yes,56,70,Placed,54,61
7920,7.2,1,3,2,84,4.4,Yes,Yes,88,85,NotPlaced,72,75
7921,8.6,1,1,2,89,4.3,Yes,Yes,65,67,NotPlaced,84,85
7922,7.5,2,1,3,79,3.4,Yes,No,90,64,NotPlaced,82,84
7923,8.7,2,3,3,90,4.7,Yes,Yes,84,81,Placed,46,54
7924,6.6,0,2,1,67,4.2,No,Yes,55,66,NotPlaced,84,85
7925,8.3,2,2,2,75,3.8,No,Yes,71,66,NotPlaced,60,66
7926,7.6,1,1,0,74,3.8,No,No,55,72,NotPlaced,74,77
7927,6.7,1,1,1,72,4.2,No,Yes,55,63,NotPlaced,51,59
7928,6.7,1,2,1,86,4.8,Yes,Yes,59,86,Placed,67,71
7929,7.3,1,2,0,80,4.5,Yes,Yes,55,64,Placed,69,73
7930,8.5,1,2,2,77,4.3,Yes,Yes,80,77,Placed,42,52
7931,8.3,2,3,2,90,4.8,Yes,Yes,90,81,Placed,74,77
7932,7.5,1,1,0,84,4.5,No,No,55,68,NotPlaced,85,86
7933,7.9,1,1,0,71,4.4,Yes,Yes,82,88,Placed,62,67
7934,8.0,0,2,0,60,4.2,No,No,55,70,NotPlaced,85,86
7935,8.0,2,3,2,90,4.8,Yes,Yes,82,78,Placed,62,67
7936,7.7,1,1,1,65,3.5,No,No,60,69,NotPlaced,77,80
7937,8.9,1,3,2,90,4.8,Yes,Yes,75,84,Placed,31,43
7938,8.2,2,3,2,85,4.8,Yes,No,84,76,NotPlaced,100,99
7939,8.3,1,2,0,76,4.5,No,Yes,83,81,Placed,87,87
7940,7.6,1,2,1,72,4.4,No,No,74,73,NotPlaced,60,66
7941,7.8,0,2,0,79,4.3,Yes,Yes,65,70,Placed,35,46
7942,7.4,0,2,1,71,4.7,No,Yes,69,81,NotPlaced,69,73
7943,7.9,1,1,1,76,3.8,Yes,Yes,80,67,Placed,43,52
7944,8.1,1,2,1,88,4.8,No,Yes,77,88,Placed,71,75
7945,8.1,2,3,2,90,4.8,Yes,Yes,84,87,Placed,71,74
7946,8.0,1,3,2,90,4.8,Yes,Yes,70,84,Placed,50,58
7947,7.5,1,1,1,82,4.6,No,Yes,59,74,NotPlaced,81,83
7948,8.5,0,3,2,90,4.6,Yes,Yes,74,87,Placed,77,79
7949,7.6,1,2,0,88,4.8,Yes,Yes,62,80,NotPlaced,79,81
7950,8.3,1,3,1,90,4.5,Yes,Yes,88,77,Placed,65,70
7951,8.3,1,3,2,88,4.8,Yes,Yes,76,86,Placed,43,53
7952,8.2,2,3,2,90,4.7,Yes,Yes,89,78,Placed,79,81
7953,8.5,2,3,0,89,4.5,Yes,Yes,81,80,Placed,60,66
7954,6.6,1,1,2,67,4.0,No,No,55,67,NotPlaced,44,53
7955,8.2,1,1,2,71,4.2,Yes,Yes,77,83,NotPlaced,85,86
7956,8.6,1,2,2,77,4.3,No,No,55,59,Placed,96,95
7957,6.7,0,1,1,77,3.7,No,No,63,67,NotPlaced,64,69
7958,7.6,1,1,0,69,4.5,No,No,73,71,NotPlaced,97,95
7959,8.1,1,3,2,90,4.7,Yes,Yes,80,84,Placed,66,71
7960,7.7,0,1,1,72,3.5,No,Yes,64,67,NotPlaced,59,65
7961,7.6,1,2,0,72,4.8,No,Yes,63,65,NotPlaced,55,62
7962,8.0,0,3,3,84,4.8,Yes,Yes,90,84,Placed,89,89
7963,8.3,0,1,0,87,4.5,No,Yes,74,69,Placed,53,60
7964,7.2,1,2,0,80,4.6,No,Yes,65,58,NotPlaced,76,78
7965,7.4,1,1,0,67,4.1,No,No,67,66,NotPlaced,56,63
7966,7.3,1,2,1,68,4.3,Yes,Yes,62,71,NotPlaced,58,64
7967,6.5,0,1,0,64,4.1,No,No,63,70,NotPlaced,80,82
7968,8.7,1,3,2,90,4.7,Yes,Yes,79,80,Placed,59,65
7969,7.7,1,1,1,75,4.0,No,Yes,60,67,NotPlaced,58,65
7970,8.4,2,3,2,90,4.8,Yes,Yes,82,88,Placed,81,83
7971,6.6,1,1,0,76,4.2,Yes,No,55,65,NotPlaced,88,89
7972,7.7,1,3,0,80,4.8,Yes,Yes,76,86,Placed,74,77
7973,8.2,1,2,3,84,4.0,Yes,Yes,82,63,NotPlaced,55,62
7974,6.5,2,3,2,80,4.2,No,Yes,75,72,NotPlaced,57,63
7975,8.1,1,1,0,81,3.5,Yes,Yes,78,84,NotPlaced,66,70
7976,8.7,2,3,2,90,4.8,Yes,Yes,77,82,Placed,69,73
7977,7.5,0,1,0,68,4.1,No,No,57,58,NotPlaced,50,58
7978,6.7,0,1,1,80,3.7,Yes,Yes,75,70,NotPlaced,75,78
7979,8.4,2,2,0,90,4.5,Yes,Yes,76,85,NotPlaced,66,71
7980,6.7,1,1,0,76,3.8,Yes,Yes,57,66,Placed,39,49
7981,8.3,0,3,0,90,4.6,Yes,Yes,81,88,Placed,51,58
7982,6.8,1,3,0,66,3.6,Yes,Yes,55,61,Placed,57,63
7983,6.5,1,2,0,85,4.7,No,Yes,55,59,Placed,63,69
7984,7.5,0,1,0,64,3.7,No,Yes,55,71,Placed,93,92
7985,8.3,1,3,2,82,4.8,Yes,Yes,77,88,Placed,68,72
7986,7.3,0,1,3,81,4.8,Yes,Yes,76,87,NotPlaced,52,59
7987,6.7,0,1,1,70,4.6,Yes,Yes,64,73,NotPlaced,68,72
7988,7.2,0,1,0,63,3.8,No,No,66,66,NotPlaced,59,65
7989,8.7,2,2,2,90,4.8,Yes,Yes,74,84,Placed,69,73
7990,7.7,1,2,0,77,4.3,Yes,Yes,73,80,Placed,73,76
7991,7.9,0,2,0,80,3.6,No,No,60,86,NotPlaced,83,84
7992,6.5,0,3,2,84,4.6,Yes,Yes,90,84,Placed,64,69
7993,8.9,2,3,2,90,4.8,Yes,Yes,77,82,Placed,89,89
7994,7.3,1,2,1,83,4.2,No,No,61,64,NotPlaced,78,80
7995,8.3,0,1,0,71,4.1,Yes,Yes,55,59,Placed,54,61
7996,6.5,0,1,0,80,3.9,No,Yes,75,69,NotPlaced,98,96
7997,7.5,2,3,0,85,4.3,No,No,55,69,Placed,69,73
7998,8.5,2,2,0,79,3.7,Yes,Yes,55,83,NotPlaced,52,59
7999,7.6,1,1,0,80,3.9,No,No,56,67,NotPlaced,89,89
8000,7.4,1,2,0,76,4.4,No,Yes,61,69,NotPlaced,96,94
8001,8.6,2,3,2,90,4.8,Yes,Yes,85,78,Placed,64,69
8002,8.1,2,3,2,90,4.6,Yes,Yes,79,84,Placed,57,63
8003,7.5,1,1,0,88,4.3,No,No,86,84,NotPlaced,62,67
8004,7.5,1,1,1,67,4.5,No,No,55,61,NotPlaced,75,78
8005,7.4,1,2,0,80,4.2,Yes,Yes,62,79,NotPlaced,84,85
8006,8.6,1,3,0,89,4.8,Yes,Yes,74,61,Placed,73,76
8007,6.8,1,1,1,75,3.8,No,Yes,57,67,NotPlaced,66,71
8008,8.6,2,1,2,90,4.8,Yes,Yes,81,80,Placed,87,87
8009,8.0,1,3,1,76,4.6,No,No,70,67,NotPlaced,60,66
8010,7.9,1,3,1,82,4.3,Yes,Yes,76,81,Placed,80,82
8011,8.1,1,3,2,89,4.6,Yes,Yes,80,85,Placed,60,66
8012,6.5,1,3,2,81,4.5,No,No,72,82,Placed,71,75
8013,7.0,1,2,0,69,4.3,No,Yes,55,68,NotPlaced,63,68
8014,8.0,2,3,2,88,4.8,Yes,Yes,82,81,Placed,64,69
8015,6.9,1,2,1,90,3.9,Yes,Yes,78,85,NotPlaced,59,65
8016,8.3,2,3,2,90,4.8,Yes,No,75,80,Placed,85,86
8017,7.8,1,2,0,84,3.0,Yes,Yes,62,70,NotPlaced,54,61
8018,7.4,0,1,0,76,4.0,No,No,60,70,NotPlaced,53,61
8019,6.7,1,2,0,67,3.9,No,No,59,69,NotPlaced,96,95
8020,6.6,1,3,0,62,3.8,Yes,Yes,57,72,NotPlaced,79,81
8021,6.6,1,3,2,81,4.5,Yes,No,72,77,NotPlaced,29,41
8022,7.5,1,1,1,74,3.9,No,Yes,60,62,NotPlaced,56,63
8023,7.2,1,2,2,75,4.3,No,Yes,75,75,NotPlaced,37,48
8024,7.5,1,2,0,69,3.5,No,No,55,62,NotPlaced,50,58
8025,8.1,1,3,2,81,4.5,Yes,Yes,83,84,Placed,17,32
8026,8.3,2,3,2,90,4.7,Yes,Yes,80,83,Placed,62,68
8027,8.1,1,1,1,77,4.1,Yes,Yes,62,75,Placed,47,56
8028,8.2,1,2,1,84,4.8,Yes,Yes,68,88,NotPlaced,65,70
8029,8.1,2,2,0,83,4.7,Yes,Yes,78,86,Placed,40,50
8030,7.5,0,1,0,71,4.1,No,Yes,73,66,NotPlaced,66,70
8031,8.3,0,1,2,85,4.7,Yes,Yes,83,68,Placed,58,65
8032,6.9,0,1,1,65,4.1,Yes,Yes,70,61,Placed,87,88
8033,8.0,1,3,2,90,4.7,Yes,Yes,74,84,Placed,86,86
8034,8.1,1,3,0,88,4.0,No,Yes,81,87,Placed,76,79
8035,8.3,0,3,2,83,4.3,Yes,Yes,76,84,Placed,60,66
8036,8.4,2,3,1,73,4.2,No,Yes,75,86,NotPlaced,94,93
8037,7.6,1,2,1,68,4.1,No,Yes,55,68,NotPlaced,41,51
8038,8.1,1,2,0,83,4.1,Yes,No,66,66,NotPlaced,43,53
8039,8.4,0,1,2,74,4.2,Yes,Yes,55,68,NotPlaced,63,68
8040,8.2,2,3,2,86,4.8,Yes,Yes,77,83,Placed,98,97
8041,6.5,1,1,1,76,4.1,No,Yes,55,58,NotPlaced,61,67
8042,8.4,0,1,2,89,4.8,Yes,Yes,62,87,Placed,62,67
8043,8.1,2,3,2,90,4.8,Yes,Yes,83,84,Placed,43,52
8044,8.2,0,3,2,90,4.5,Yes,Yes,81,85,Placed,79,81
8045,6.9,1,1,0,75,4.1,Yes,Yes,55,76,NotPlaced,79,81
8046,8.2,1,2,2,89,4.8,Yes,Yes,73,70,Placed,76,79
8047,7.6,0,1,1,66,4.2,Yes,Yes,55,67,NotPlaced,55,62
8048,8.3,1,1,0,83,4.0,No,Yes,65,66,NotPlaced,54,61
8049,8.3,1,1,1,72,4.7,Yes,Yes,66,71,NotPlaced,45,54
8050,7.9,0,3,2,83,4.8,Yes,Yes,73,79,Placed,66,71
8051,6.5,0,2,0,73,3.7,No,Yes,64,72,NotPlaced,48,57
8052,6.5,1,1,0,80,3.8,No,Yes,64,69,NotPlaced,47,55
8053,6.6,0,1,0,74,3.9,No,Yes,63,63,NotPlaced,58,64
8054,7.6,1,1,0,84,4.1,Yes,Yes,72,72,NotPlaced,57,64
